"zip","lat","lng","city","state_id","state_name","zcta","parent_zcta","population","density","county_fips","county_name","county_weights","county_names_all","county_fips_all","imprecise","military","timezone"
"00631","18.18555","-66.83327","Castaner","PR","Puerto Rico","TRUE","","1568","177.8","72081","Lares","{'72001':32.99,'72081':67.01}","Lares|Adjuntas","72081|72001","FALSE","FALSE","America/Puerto_Rico"
"00637","18.07982","-66.94274","Sabana Grande","PR","Puerto Rico","TRUE","","22975","283.4","72121","Sabana Grande","{'72121':99.56,'72153':0.44}","Sabana Grande|Yauco","72121|72153","FALSE","FALSE","America/Puerto_Rico"
"00638","18.28904","-66.5151","Ciales","PR","Puerto Rico","TRUE","","16701","110.7","72039","Ciales","{'72039':98.27,'72091':1.73}","Ciales|Manatí","72039|72091","FALSE","FALSE","America/Puerto_Rico"
"00641","18.26408","-66.71376","Utuado","PR","Puerto Rico","TRUE","","27571","128.8","72141","Utuado","{'72001':0.21,'72141':99.79}","Utuado|Adjuntas","72141|72001","FALSE","FALSE","America/Puerto_Rico"
"00646","18.43401","-66.2833","Dorado","PR","Puerto Rico","TRUE","","37494","711.6","72051","Dorado","{'72051':99.89,'72143':0.11}","Dorado|Vega Alta","72051|72143","FALSE","FALSE","America/Puerto_Rico"
"00647","17.96612","-66.94383","Ensenada","PR","Puerto Rico","TRUE","","5643","156.7","72055","Guánica","{'72055':98.88,'72079':1.12}","Guánica|Lajas","72055|72079","FALSE","FALSE","America/Puerto_Rico"
"00650","18.34321","-66.58601","Florida","PR","Puerto Rico","TRUE","","14760","189.7","72054","Florida","{'72013':1.51,'72017':1.91,'72039':1.13,'72054':83.61,'72141':11.84}","Florida|Utuado|Barceloneta|Arecibo|Ciales","72054|72141|72017|72013|72039","FALSE","FALSE","America/Puerto_Rico"
"00652","18.45542","-66.60635","Garrochales","PR","Puerto Rico","TRUE","","3697","263.2","72013","Arecibo","{'72013':100}","Arecibo","72013","FALSE","FALSE","America/Puerto_Rico"
"00653","17.98574","-66.89033","Guanica","PR","Puerto Rico","TRUE","","11140","337.1","72055","Guánica","{'72055':100}","Guánica","72055","FALSE","FALSE","America/Puerto_Rico"
"00656","18.0528","-66.79182","Guayanilla","PR","Puerto Rico","TRUE","","18979","255.9","72059","Guayanilla","{'72059':100}","Guayanilla","72059","FALSE","FALSE","America/Puerto_Rico"
"00659","18.41069","-66.79648","Hatillo","PR","Puerto Rico","TRUE","","40390","387.7","72065","Hatillo","{'72065':100}","Hatillo","72065","FALSE","FALSE","America/Puerto_Rico"
"00660","18.13418","-67.11402","Hormigueros","PR","Puerto Rico","TRUE","","16180","587.0","72067","Hormigueros","{'72067':100}","Hormigueros","72067","FALSE","FALSE","America/Puerto_Rico"
"00662","18.46208","-67.01445","Isabela","PR","Puerto Rico","TRUE","","40290","376.6","72071","Isabela","{'72071':100}","Isabela","72071","FALSE","FALSE","America/Puerto_Rico"
"00664","18.21152","-66.5889","Jayuya","PR","Puerto Rico","TRUE","","14991","142.4","72073","Jayuya","{'72073':99.15,'72141':0.85}","Jayuya|Utuado","72073|72141","FALSE","FALSE","America/Puerto_Rico"
"00667","18.01227","-67.04089","Lajas","PR","Puerto Rico","TRUE","","23590","166.2","72079","Lajas","{'72079':98.91,'72125':1.09}","Lajas|San Germán","72079|72125","FALSE","FALSE","America/Puerto_Rico"
"00669","18.27102","-66.86982","Lares","PR","Puerto Rico","TRUE","","25653","186.6","72081","Lares","{'72081':99.22,'72083':0.62,'72131':0.16}","Lares|Las Marías|San Sebastián","72081|72083|72131","FALSE","FALSE","America/Puerto_Rico"
"00670","18.23777","-66.98877","Las Marias","PR","Puerto Rico","TRUE","","8498","83.1","72083","Las Marías","{'72011':1.12,'72083':98.88}","Las Marías|Añasco","72083|72011","FALSE","FALSE","America/Puerto_Rico"
"00674","18.42123","-66.49004","Manati","PR","Puerto Rico","TRUE","","39859","381.8","72091","Manatí","{'72091':98.49,'72145':1.51}","Manatí|Vega Baja","72091|72145","FALSE","FALSE","America/Puerto_Rico"
"00676","18.3779","-67.08083","Moca","PR","Puerto Rico","TRUE","","36995","308.6","72099","Moca","{'72003':0.51,'72099':99.49}","Moca|Aguada","72099|72003","FALSE","FALSE","America/Puerto_Rico"
"00677","18.3357","-67.23168","Rincon","PR","Puerto Rico","TRUE","","14311","411.2","72117","Rincón","{'72003':0.47,'72117':99.53}","Rincón|Aguada","72117|72003","FALSE","FALSE","America/Puerto_Rico"
"00678","18.43269","-66.92812","Quebradillas","PR","Puerto Rico","TRUE","","26091","407.5","72115","Quebradillas","{'72071':5.36,'72115':93.17,'72131':1.47}","Quebradillas|Isabela|San Sebastián","72115|72071|72131","FALSE","FALSE","America/Puerto_Rico"
"00680","18.16327","-67.36195","Mayaguez","PR","Puerto Rico","TRUE","","46395","349.6","72097","Mayagüez","{'72011':0.46,'72097':97.01,'72125':2.53}","Mayagüez|San Germán|Añasco","72097|72125|72011","FALSE","FALSE","America/Puerto_Rico"
"00682","18.22117","-67.1538","Mayaguez","PR","Puerto Rico","TRUE","","32359","874.3","72097","Mayagüez","{'72097':100}","Mayagüez","72097","FALSE","FALSE","America/Puerto_Rico"
"00683","18.10998","-67.0373","San German","PR","Puerto Rico","TRUE","","30424","249.9","72125","San Germán","{'72125':100}","San Germán","72125","FALSE","FALSE","America/Puerto_Rico"
"00685","18.33625","-66.97225","San Sebastian","PR","Puerto Rico","TRUE","","38039","213.3","72131","San Sebastián","{'72071':2,'72131':98}","San Sebastián|Isabela","72131|72071","FALSE","FALSE","America/Puerto_Rico"
"00687","18.31708","-66.4203","Morovis","PR","Puerto Rico","TRUE","","31320","323.9","72101","Morovis","{'72101':100}","Morovis","72101","FALSE","FALSE","America/Puerto_Rico"
"00688","18.38056","-66.62425","Sabana Hoyos","PR","Puerto Rico","TRUE","","12202","164.3","72013","Arecibo","{'72013':100}","Arecibo","72013","FALSE","FALSE","America/Puerto_Rico"
"00690","18.49567","-67.09825","San Antonio","PR","Puerto Rico","TRUE","","5352","857.7","72005","Aguadilla","{'72005':100}","Aguadilla","72005","FALSE","FALSE","America/Puerto_Rico"
"00692","18.40845","-66.33691","Vega Alta","PR","Puerto Rico","TRUE","","35840","541.2","72143","Vega Alta","{'72143':100}","Vega Alta","72143","FALSE","FALSE","America/Puerto_Rico"
"00693","18.42132","-66.40012","Vega Baja","PR","Puerto Rico","TRUE","","54428","599.3","72145","Vega Baja","{'72143':3.93,'72145':96.07}","Vega Baja|Vega Alta","72145|72143","FALSE","FALSE","America/Puerto_Rico"
"00694","18.48329","-66.39261","Vega Baja","PR","Puerto Rico","TRUE","","69","158.4","72145","Vega Baja","{'72145':100}","Vega Baja","72145","FALSE","FALSE","America/Puerto_Rico"
"00698","18.06728","-66.85273","Yauco","PR","Puerto Rico","TRUE","","36312","231.7","72153","Yauco","{'72059':0.24,'72153':99.76}","Yauco|Guayanilla","72153|72059","FALSE","FALSE","America/Puerto_Rico"
"00703","18.24841","-66.13119","Aguas Buenas","PR","Puerto Rico","TRUE","","26320","372.2","72007","Aguas Buenas","{'72007':95.47,'72045':4.53}","Aguas Buenas|Comerío","72007|72045","FALSE","FALSE","America/Puerto_Rico"
"00704","17.96719","-66.22017","Aguirre","PR","Puerto Rico","TRUE","","8274","678.9","72123","Salinas","{'72057':7.72,'72123':92.28}","Salinas|Guayama","72123|72057","FALSE","FALSE","America/Puerto_Rico"
"00705","18.12946","-66.26477","Aibonito","PR","Puerto Rico","TRUE","","23176","309.3","72009","Aibonito","{'72009':99.79,'72043':0.21}","Aibonito|Coamo","72009|72043","FALSE","FALSE","America/Puerto_Rico"
"00707","18.01814","-65.92201","Maunabo","PR","Puerto Rico","TRUE","","10964","224.1","72095","Maunabo","{'72095':100}","Maunabo","72095","FALSE","FALSE","America/Puerto_Rico"
"00714","17.99854","-66.05606","Arroyo","PR","Puerto Rico","TRUE","","17998","516.8","72015","Arroyo","{'72015':100}","Arroyo","72015","FALSE","FALSE","America/Puerto_Rico"
"00715","18.01172","-66.55985","Mercedita","PR","Puerto Rico","TRUE","","2972","179.4","72113","Ponce","{'72075':25.74,'72113':74.26}","Ponce|Juana Díaz","72113|72075","FALSE","FALSE","America/Puerto_Rico"
"00716","17.9994","-66.60007","Ponce","PR","Puerto Rico","TRUE","","28089","1523.3","72113","Ponce","{'72113':100}","Ponce","72113","FALSE","FALSE","America/Puerto_Rico"
"00717","18.00333","-66.61331","Ponce","PR","Puerto Rico","TRUE","","16659","3390.6","72113","Ponce","{'72113':100}","Ponce","72113","FALSE","FALSE","America/Puerto_Rico"
"00718","18.2333","-65.76108","Naguabo","PR","Puerto Rico","TRUE","","25715","227.1","72103","Naguabo","{'72103':100}","Naguabo","72103","FALSE","FALSE","America/Puerto_Rico"
"00719","18.2888","-66.25336","Naranjito","PR","Puerto Rico","TRUE","","29119","427.3","72105","Naranjito","{'72047':1.42,'72105':98.1,'72135':0.48}","Naranjito|Corozal|Toa Alta","72105|72047|72135","FALSE","FALSE","America/Puerto_Rico"
"00720","18.21772","-66.42817","Orocovis","PR","Puerto Rico","TRUE","","21276","149.8","72107","Orocovis","{'72043':0.52,'72107':99.48}","Orocovis|Coamo","72107|72043","FALSE","FALSE","America/Puerto_Rico"
"00723","18.03237","-66.01233","Patillas","PR","Puerto Rico","TRUE","","17393","161.2","72109","Patillas","{'72109':100}","Patillas","72109","FALSE","FALSE","America/Puerto_Rico"
"00725","18.21858","-66.04275","Caguas","PR","Puerto Rico","TRUE","","80555","817.3","72025","Caguas","{'72007':1.51,'72025':94.56,'72035':0.43,'72061':2.76,'72127':0.6,'72129':0.14}","Caguas|Guaynabo|Aguas Buenas|San Juan|Cayey|San Lorenzo","72025|72061|72007|72127|72035|72129","FALSE","FALSE","America/Puerto_Rico"
"00727","18.21495","-66.07356","Caguas","PR","Puerto Rico","TRUE","","54823","1048.6","72025","Caguas","{'72025':100}","Caguas","72025","FALSE","FALSE","America/Puerto_Rico"
"00728","18.00627","-66.6612","Ponce","PR","Puerto Rico","TRUE","","39698","1108.2","72113","Ponce","{'72113':100}","Ponce","72113","FALSE","FALSE","America/Puerto_Rico"
"00729","18.33114","-65.88722","Canovanas","PR","Puerto Rico","TRUE","","51593","611.1","72029","Canóvanas","{'72029':87.09,'72087':12.91}","Canóvanas|Loíza","72029|72087","FALSE","FALSE","America/Puerto_Rico"
"00730","18.03091","-66.61659","Ponce","PR","Puerto Rico","TRUE","","31634","2118.2","72113","Ponce","{'72113':100}","Ponce","72113","FALSE","FALSE","America/Puerto_Rico"
"00731","18.09775","-66.63355","Ponce","PR","Puerto Rico","TRUE","","12722","125.6","72113","Ponce","{'72001':2.2,'72113':97.8}","Ponce|Adjuntas","72113|72001","FALSE","FALSE","America/Puerto_Rico"
"00735","18.25365","-65.68306","Ceiba","PR","Puerto Rico","TRUE","","12404","227.4","72037","Ceiba","{'72037':99.18,'72103':0.82}","Ceiba|Naguabo","72037|72103","FALSE","FALSE","America/Puerto_Rico"
"00736","18.10652","-66.15258","Cayey","PR","Puerto Rico","TRUE","","47411","361.1","72035","Cayey","{'72035':92.62,'72041':7.38}","Cayey|Cidra","72035|72041","FALSE","FALSE","America/Puerto_Rico"
"00738","18.31828","-65.66785","Fajardo","PR","Puerto Rico","TRUE","","30376","457.4","72053","Fajardo","{'72053':100}","Fajardo","72053","FALSE","FALSE","America/Puerto_Rico"
"00739","18.17681","-66.16055","Cidra","PR","Puerto Rico","TRUE","","36847","485.1","72041","Cidra","{'72041':100}","Cidra","72041","FALSE","FALSE","America/Puerto_Rico"
"00740","18.33221","-65.63431","Puerto Real","PR","Puerto Rico","TRUE","","1625","1876.9","72053","Fajardo","{'72053':100}","Fajardo","72053","FALSE","FALSE","America/Puerto_Rico"
"00741","18.16564","-65.75563","Punta Santiago","PR","Puerto Rico","TRUE","","4880","812.1","72069","Humacao","{'72069':100}","Humacao","72069","FALSE","FALSE","America/Puerto_Rico"
"00745","18.34827","-65.8172","Rio Grande","PR","Puerto Rico","TRUE","","51429","411.9","72119","Río Grande","{'72029':1.4,'72119':98.6}","Río Grande|Canóvanas","72119|72029","FALSE","FALSE","America/Puerto_Rico"
"00751","18.01023","-66.24751","Salinas","PR","Puerto Rico","TRUE","","21009","190.1","72123","Salinas","{'72123':100}","Salinas","72123","FALSE","FALSE","America/Puerto_Rico"
"00754","18.1457","-65.97607","San Lorenzo","PR","Puerto Rico","TRUE","","37727","308.9","72129","San Lorenzo","{'72129':100}","San Lorenzo","72129","FALSE","FALSE","America/Puerto_Rico"
"00757","17.99727","-66.38891","Santa Isabel","PR","Puerto Rico","TRUE","","22066","301.1","72133","Santa Isabel","{'72133':100}","Santa Isabel","72133","FALSE","FALSE","America/Puerto_Rico"
"00765","18.12851","-65.44093","Vieques","PR","Puerto Rico","TRUE","","8607","184.5","72147","Vieques","{'72147':100}","Vieques","72147","FALSE","FALSE","America/Puerto_Rico"
"00766","18.13299","-66.47703","Villalba","PR","Puerto Rico","TRUE","","23201","255.4","72149","Villalba","{'72107':1.57,'72149':98.43}","Villalba|Orocovis","72149|72107","FALSE","FALSE","America/Puerto_Rico"
"00767","18.07053","-65.89604","Yabucoa","PR","Puerto Rico","TRUE","","34166","264.9","72151","Yabucoa","{'72069':0.21,'72151':99.79}","Yabucoa|Humacao","72151|72069","FALSE","FALSE","America/Puerto_Rico"
"00769","18.097","-66.36101","Coamo","PR","Puerto Rico","TRUE","","39121","203.1","72043","Coamo","{'72043':100}","Coamo","72043","FALSE","FALSE","America/Puerto_Rico"
"00771","18.18748","-65.86931","Las Piedras","PR","Puerto Rico","TRUE","","37165","438.3","72085","Las Piedras","{'72085':100}","Las Piedras","72085","FALSE","FALSE","America/Puerto_Rico"
"00772","18.43267","-65.90836","Loiza","PR","Puerto Rico","TRUE","","20055","608.6","72087","Loíza","{'72087':100}","Loíza","72087","FALSE","FALSE","America/Puerto_Rico"
"00773","18.34173","-65.7274","Luquillo","PR","Puerto Rico","TRUE","","18547","318.7","72089","Luquillo","{'72089':100}","Luquillo","72089","FALSE","FALSE","America/Puerto_Rico"
"00775","18.31347","-65.29017","Culebra","PR","Puerto Rico","TRUE","","1299","65.3","72049","Culebra","{'72049':100}","Culebra","72049","FALSE","FALSE","America/Puerto_Rico"
"00777","18.22356","-65.90881","Juncos","PR","Puerto Rico","TRUE","","39994","591.0","72077","Juncos","{'72029':0.16,'72063':0.12,'72077':99.03,'72085':0.69}","Juncos|Las Piedras|Canóvanas|Gurabo","72077|72085|72029|72063","FALSE","FALSE","America/Puerto_Rico"
"00778","18.26338","-65.97936","Gurabo","PR","Puerto Rico","TRUE","","46675","591.7","72063","Gurabo","{'72063':99.76,'72129':0.24}","Gurabo|San Lorenzo","72063|72129","FALSE","FALSE","America/Puerto_Rico"
"00780","18.10417","-66.57174","Coto Laurel","PR","Puerto Rico","TRUE","","11653","264.8","72113","Ponce","{'72075':4.46,'72113':95.54}","Ponce|Juana Díaz","72113|72075","FALSE","FALSE","America/Puerto_Rico"
"00782","18.22544","-66.22216","Comerio","PR","Puerto Rico","TRUE","","18229","279.7","72045","Comerío","{'72045':100}","Comerío","72045","FALSE","FALSE","America/Puerto_Rico"
"00783","18.3041","-66.32847","Corozal","PR","Puerto Rico","TRUE","","33372","337.3","72047","Corozal","{'72047':100}","Corozal","72047","FALSE","FALSE","America/Puerto_Rico"
"00784","18.00543","-66.13392","Guayama","PR","Puerto Rico","TRUE","","40685","310.2","72057","Guayama","{'72057':100}","Guayama","72057","FALSE","FALSE","America/Puerto_Rico"
"00786","18.15536","-66.22992","La Plata","PR","Puerto Rico","TRUE","","348","535.8","72009","Aibonito","{'72009':100}","Aibonito","72009","FALSE","FALSE","America/Puerto_Rico"
"00791","18.14069","-65.818","Humacao","PR","Puerto Rico","TRUE","","48569","558.0","72069","Humacao","{'72069':100}","Humacao","72069","FALSE","FALSE","America/Puerto_Rico"
"00794","18.20155","-66.30872","Barranquitas","PR","Puerto Rico","TRUE","","28755","334.6","72019","Barranquitas","{'72019':99.13,'72043':0.29,'72045':0.59}","Barranquitas|Comerío|Coamo","72019|72045|72043","FALSE","FALSE","America/Puerto_Rico"
"00795","18.05931","-66.50178","Juana Diaz","PR","Puerto Rico","TRUE","","44766","406.8","72075","Juana Díaz","{'72075':100}","Juana Díaz","72075","FALSE","FALSE","America/Puerto_Rico"
"00901","18.46532","-66.10485","San Juan","PR","Puerto Rico","TRUE","","6536","2792.2","72127","San Juan","{'72127':100}","San Juan","72127","FALSE","FALSE","America/Puerto_Rico"
"00906","18.46446","-66.09499","San Juan","PR","Puerto Rico","TRUE","","184","485.0","72127","San Juan","{'72127':100}","San Juan","72127","FALSE","FALSE","America/Puerto_Rico"
"00907","18.45313","-66.07778","San Juan","PR","Puerto Rico","TRUE","","16202","5598.0","72127","San Juan","{'72127':100}","San Juan","72127","FALSE","FALSE","America/Puerto_Rico"
"00909","18.44153","-66.06723","San Juan","PR","Puerto Rico","TRUE","","4989","3940.6","72127","San Juan","{'72127':100}","San Juan","72127","FALSE","FALSE","America/Puerto_Rico"
"00911","18.45135","-66.05631","San Juan","PR","Puerto Rico","TRUE","","7242","6996.3","72127","San Juan","{'72127':100}","San Juan","72127","FALSE","FALSE","America/Puerto_Rico"
"00912","18.44534","-66.06018","San Juan","PR","Puerto Rico","TRUE","","5455","7880.9","72127","San Juan","{'72127':100}","San Juan","72127","FALSE","FALSE","America/Puerto_Rico"
"00913","18.45022","-66.04267","San Juan","PR","Puerto Rico","TRUE","","8406","11154.2","72127","San Juan","{'72127':100}","San Juan","72127","FALSE","FALSE","America/Puerto_Rico"
"00915","18.43691","-66.04562","San Juan","PR","Puerto Rico","TRUE","","26131","9073.9","72127","San Juan","{'72127':100}","San Juan","72127","FALSE","FALSE","America/Puerto_Rico"
"00917","18.4214","-66.05005","San Juan","PR","Puerto Rico","TRUE","","18212","6265.8","72127","San Juan","{'72127':100}","San Juan","72127","FALSE","FALSE","America/Puerto_Rico"
"00918","18.42138","-66.06588","San Juan","PR","Puerto Rico","TRUE","","16063","3272.8","72127","San Juan","{'72127':100}","San Juan","72127","FALSE","FALSE","America/Puerto_Rico"
"00920","18.41571","-66.08889","San Juan","PR","Puerto Rico","TRUE","","16809","2430.1","72127","San Juan","{'72127':100}","San Juan","72127","FALSE","FALSE","America/Puerto_Rico"
"00921","18.39224","-66.08853","San Juan","PR","Puerto Rico","TRUE","","33394","5452.9","72127","San Juan","{'72127':100}","San Juan","72127","FALSE","FALSE","America/Puerto_Rico"
"00923","18.40953","-66.03866","San Juan","PR","Puerto Rico","TRUE","","24028","5502.9","72127","San Juan","{'72127':100}","San Juan","72127","FALSE","FALSE","America/Puerto_Rico"
"00924","18.39827","-66.01289","San Juan","PR","Puerto Rico","TRUE","","49508","4667.1","72127","San Juan","{'72031':4.14,'72127':95.86}","San Juan|Carolina","72127|72031","FALSE","FALSE","America/Puerto_Rico"
"00925","18.40031","-66.05055","San Juan","PR","Puerto Rico","TRUE","","6924","7509.0","72127","San Juan","{'72127':100}","San Juan","72127","FALSE","FALSE","America/Puerto_Rico"
"00926","18.3462","-66.05234","San Juan","PR","Puerto Rico","TRUE","","96530","1739.6","72127","San Juan","{'72061':0.39,'72127':88.13,'72139':11.47}","San Juan|Trujillo Alto|Guaynabo","72127|72139|72061","FALSE","FALSE","America/Puerto_Rico"
"00927","18.38875","-66.07189","San Juan","PR","Puerto Rico","TRUE","","13351","2195.3","72127","San Juan","{'72127':100}","San Juan","72127","FALSE","FALSE","America/Puerto_Rico"
"00934","18.41138","-66.12399","Fort Buchanan","PR","Puerto Rico","TRUE","","79","148.4","72061","Guaynabo","{'72021':42.01,'72061':57.99}","Guaynabo|Bayamón","72061|72021","FALSE","FALSE","America/Puerto_Rico"
"00936","18.39548","-66.07376","San Juan","PR","Puerto Rico","TRUE","","812","1629.4","72127","San Juan","{'72127':100}","San Juan","72127","FALSE","FALSE","America/Puerto_Rico"
"00949","18.43017","-66.20883","Toa Baja","PR","Puerto Rico","TRUE","","73891","1806.9","72137","Toa Baja","{'72033':4.15,'72137':95.85}","Toa Baja|Cataño","72137|72033","FALSE","FALSE","America/Puerto_Rico"
"00950","18.46208","-66.2376","Toa Baja","PR","Puerto Rico","TRUE","","0","1.5","72051","Dorado","{'72051':100}","Dorado","72051","FALSE","FALSE","America/Puerto_Rico"
"00951","18.42842","-66.25661","Toa Baja","PR","Puerto Rico","TRUE","","0","32.5","72137","Toa Baja","{'72137':100}","Toa Baja","72137","FALSE","FALSE","America/Puerto_Rico"
"00952","18.42748","-66.18207","Sabana Seca","PR","Puerto Rico","TRUE","","8156","3122.6","72137","Toa Baja","{'72137':100}","Toa Baja","72137","FALSE","FALSE","America/Puerto_Rico"
"00953","18.36312","-66.2475","Toa Alta","PR","Puerto Rico","TRUE","","71891","1056.0","72135","Toa Alta","{'72047':0.2,'72135':98.93,'72137':0.87}","Toa Alta|Toa Baja|Corozal","72135|72137|72047","FALSE","FALSE","America/Puerto_Rico"
"00956","18.32082","-66.17175","Bayamon","PR","Puerto Rico","TRUE","","65355","1156.6","72021","Bayamón","{'72021':99.8,'72135':0.2}","Bayamón|Toa Alta","72021|72135","FALSE","FALSE","America/Puerto_Rico"
"00957","18.36735","-66.18869","Bayamon","PR","Puerto Rico","TRUE","","38915","3816.9","72021","Bayamón","{'72021':97.07,'72135':2.93}","Bayamón|Toa Alta","72021|72135","FALSE","FALSE","America/Puerto_Rico"
"00959","18.38485","-66.15583","Bayamon","PR","Puerto Rico","TRUE","","47459","3042.5","72021","Bayamón","{'72021':97.64,'72061':1.88,'72135':0.36,'72137':0.12}","Bayamón|Guaynabo|Toa Alta|Toa Baja","72021|72061|72135|72137","FALSE","FALSE","America/Puerto_Rico"
"00960","18.41701","-66.14446","Bayamon","PR","Puerto Rico","TRUE","","2221","751.8","72021","Bayamón","{'72021':100}","Bayamón","72021","FALSE","FALSE","America/Puerto_Rico"
"00961","18.41011","-66.16538","Bayamon","PR","Puerto Rico","TRUE","","30784","2419.3","72021","Bayamón","{'72021':98.88,'72033':1.12}","Bayamón|Cataño","72021|72033","FALSE","FALSE","America/Puerto_Rico"
"00962","18.43904","-66.13928","Catano","PR","Puerto Rico","TRUE","","19593","2274.4","72033","Cataño","{'72033':100}","Cataño","72033","FALSE","FALSE","America/Puerto_Rico"
"00965","18.43385","-66.11486","Guaynabo","PR","Puerto Rico","TRUE","","7314","5230.2","72061","Guaynabo","{'72033':20.48,'72061':79.52}","Guaynabo|Cataño","72061|72033","FALSE","FALSE","America/Puerto_Rico"
"00966","18.40226","-66.11757","Guaynabo","PR","Puerto Rico","TRUE","","15710","1999.6","72061","Guaynabo","{'72021':3.12,'72061':91.02,'72127':5.86}","Guaynabo|San Juan|Bayamón","72061|72127|72021","FALSE","FALSE","America/Puerto_Rico"
"00968","18.40617","-66.10127","Guaynabo","PR","Puerto Rico","TRUE","","3554","2933.4","72061","Guaynabo","{'72061':100}","Guaynabo","72061","FALSE","FALSE","America/Puerto_Rico"
"00969","18.36751","-66.10852","Guaynabo","PR","Puerto Rico","TRUE","","42525","3338.3","72061","Guaynabo","{'72021':1.6,'72061':84.94,'72127':13.45}","Guaynabo|San Juan|Bayamón","72061|72127|72021","FALSE","FALSE","America/Puerto_Rico"
"00971","18.32131","-66.11811","Guaynabo","PR","Puerto Rico","TRUE","","26640","749.5","72061","Guaynabo","{'72021':0.33,'72061':99.51,'72127':0.16}","Guaynabo|Bayamón|San Juan","72061|72021|72127","FALSE","FALSE","America/Puerto_Rico"
"00976","18.33844","-65.9921","Trujillo Alto","PR","Puerto Rico","TRUE","","58893","1502.5","72139","Trujillo Alto","{'72031':2.87,'72127':1.98,'72139':95.15}","Trujillo Alto|Carolina|San Juan","72139|72031|72127","FALSE","FALSE","America/Puerto_Rico"
"00979","18.43649","-66.01699","Carolina","PR","Puerto Rico","TRUE","","15897","4207.9","72031","Carolina","{'72031':100}","Carolina","72031","FALSE","FALSE","America/Puerto_Rico"
"00982","18.40992","-65.9917","Carolina","PR","Puerto Rico","TRUE","","14241","4473.5","72031","Carolina","{'72031':100}","Carolina","72031","FALSE","FALSE","America/Puerto_Rico"
"00983","18.41804","-65.97632","Carolina","PR","Puerto Rico","TRUE","","34798","4373.3","72031","Carolina","{'72031':100}","Carolina","72031","FALSE","FALSE","America/Puerto_Rico"
"00985","18.40825","-65.94842","Carolina","PR","Puerto Rico","TRUE","","31845","1734.9","72031","Carolina","{'72031':100}","Carolina","72031","FALSE","FALSE","America/Puerto_Rico"
"00987","18.33935","-65.94313","Carolina","PR","Puerto Rico","TRUE","","57181","989.3","72031","Carolina","{'72031':99.42,'72139':0.58}","Carolina|Trujillo Alto","72031|72139","FALSE","FALSE","America/Puerto_Rico"
"01001","42.06258","-72.6259","Agawam","MA","Massachusetts","TRUE","","17621","562.8","25013","Hampden","{'25013':100}","Hampden","25013","FALSE","FALSE","America/New_York"
"01002","42.37492","-72.4621","Amherst","MA","Massachusetts","TRUE","","30066","203.7","25015","Hampshire","{'25011':0.97,'25015':99.03}","Hampshire|Franklin","25015|25011","FALSE","FALSE","America/New_York"
